num_qubits,num_cnots,num_cnots_base,depth,depth_base,num_vgates,num_fragments
4,19,27,45,63,3,1
4,18,27,38,63,3,1
4,18,27,38,63,3,1
6,31,50,62,82,3,1
6,36,50,64,82,3,1
6,31,50,62,82,3,1
8,45,60,56,81,3,1
8,45,60,53,81,3,1
8,33,60,47,81,3,1
10,36,48,49,69,3,1
10,33,48,47,69,3,1
10,43,48,66,69,3,1
12,33,36,41,57,3,1
12,33,36,43,57,3,1
12,33,36,48,57,3,1
14,58,96,74,123,3,1
14,67,81,72,117,3,1
14,54,81,64,114,3,1
16,60,84,71,105,3,1
16,69,87,72,132,3,1
16,81,87,78,131,3,1
18,79,111,83,126,3,1
18,76,90,80,124,3,1
18,82,90,97,123,3,1
20,57,60,57,81,3,1
20,57,60,60,81,3,1
20,57,60,56,81,3,1
22,77,104,100,154,3,1
22,95,116,144,155,3,1
22,77,84,103,129,3,1
24,99,110,124,183,3,1
24,112,135,143,195,3,1
24,99,110,122,169,3,1
