num_qubits,num_cnots,num_cnots_base,depth,depth_base,num_vgates,num_fragments
4,28,37,74,83,3,1
4,26,37,75,83,3,1
4,28,37,74,83,3,1
6,51,72,89,108,3,1
6,51,70,93,122,3,1
6,51,66,93,128,3,1
8,65,80,77,106,3,1
8,77,80,76,106,3,1
8,53,80,72,106,3,1
10,55,64,67,90,3,1
10,52,64,69,90,3,1
10,55,64,71,90,3,1
12,45,48,58,74,3,1
12,45,48,58,74,3,1
12,45,48,59,74,3,1
14,71,87,106,128,3,1
14,75,92,116,117,3,1
14,76,128,98,154,3,1
16,94,112,99,138,3,1
16,97,112,100,138,3,1
16,99,112,117,138,3,1
18,87,121,94,160,3,1
18,84,121,90,162,3,1
18,90,99,107,125,3,1
20,77,80,86,106,3,1
20,77,80,86,106,3,1
20,77,80,78,106,3,1
22,107,168,140,214,3,1
22,107,157,138,203,3,1
22,107,114,140,175,3,1
24,134,148,176,239,3,1
24,137,150,185,215,3,1
24,136,187,176,262,3,1
4,28,37,69,83,3,1
4,28,37,69,83,3,1
4,26,37,70,83,3,1
6,54,72,84,108,3,1
6,46,70,92,127,3,1
6,46,66,91,137,3,1
8,71,80,84,106,3,1
8,68,80,87,106,3,1
8,68,80,84,106,3,1
10,55,64,71,90,3,1
10,49,64,66,90,3,1
10,49,64,65,90,3,1
12,45,48,62,74,3,1
12,45,48,60,74,3,1
12,45,48,58,74,3,1
14,77,84,97,148,3,1
14,73,87,120,131,3,1
14,74,114,109,155,3,1
16,94,112,101,138,3,1
16,97,112,116,138,3,1
16,84,112,101,138,3,1
18,98,121,113,160,3,1
18,93,123,108,141,3,1
18,90,146,96,197,3,1
20,77,80,81,106,3,1
20,77,80,79,106,3,1
20,77,80,95,106,3,1
22,107,141,128,188,3,1
22,125,114,134,166,3,1
22,132,184,192,243,3,1
24,138,148,192,232,3,1
24,159,148,215,242,3,1
24,136,150,179,223,3,1
