num_qubits,num_cnots,num_cnots_base,depth,depth_base,num_vgates,num_fragments
4,5,17,19,43,3,1
4,5,20,19,46,3,1
4,5,17,19,43,3,1
6,9,31,23,56,3,1
6,9,31,22,58,3,1
6,9,31,23,58,3,1
8,13,40,22,56,3,1
8,13,40,23,56,3,1
8,13,40,25,56,3,1
10,17,32,24,48,3,1
10,17,43,27,71,3,1
10,17,32,25,48,3,1
12,21,24,28,40,3,1
12,21,24,25,40,3,1
12,21,24,33,40,3,1
14,25,64,31,80,3,1
14,25,39,25,68,3,1
14,25,61,27,84,3,1
16,29,56,30,72,3,1
16,29,68,32,90,3,1
16,47,67,82,93,3,1
18,33,59,34,84,3,1
18,33,72,33,88,3,1
18,33,59,27,84,3,1
20,37,40,35,56,3,1
20,37,40,41,56,3,1
20,37,40,42,56,3,1
22,59,54,63,87,3,1
22,58,80,85,123,3,1
22,65,92,47,157,3,1
24,57,68,75,121,3,1
24,81,70,90,114,3,1
24,72,70,86,118,3,1
