num_qubits,h_fid,h_fid_base,tv_fid,tv_fid_base,num_cnots,num_cnots_base,depth,depth_base,num_deps,num_deps_base,num_vgates,num_fragments,num_instances,run_time,knit_time,run_time_base
6,0.0,0.0,0.0,0.0,15,19,35,47,16,24,2,2,42,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,27,42,39,52,36,41,2,1,36,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,45,56,64,68,55,61,2,1,36,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,67,79,81,82,91,95,2,1,36,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,79,86,77,95,104,108,2,1,36,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,112,120,76,72,142,147,2,1,36,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,130,148,77,111,162,182,2,2,42,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,158,175,136,140,203,223,2,1,36,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,202,208,118,131,268,272,2,1,36,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,202,201,118,105,281,286,2,1,36,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,242,238,119,112,346,358,2,1,36,0.0,0.0,0.0
