num_qubits,num_cnots,num_cnots_base,depth,depth_base,num_vgates,num_fragments
4,0,7,11,23,4,4
4,0,7,11,23,4,4
4,0,7,11,23,4,4
6,1,15,12,31,4,4
6,1,15,12,28,4,4
6,1,15,12,28,4,4
8,1,20,12,31,4,4
8,1,20,12,28,4,4
8,1,20,12,28,4,4
10,2,20,13,36,4,4
10,2,20,13,39,4,4
10,2,20,13,39,4,4
12,2,12,13,23,4,4
12,2,12,13,23,4,4
12,2,12,13,23,4,4
14,3,24,14,38,4,4
14,3,18,14,35,4,4
14,3,22,14,46,4,4
16,3,38,14,56,4,4
16,3,22,14,55,4,4
16,5,34,16,42,4,4
18,4,43,15,67,4,4
18,4,33,15,64,4,4
18,4,32,15,54,4,4
20,4,20,15,31,4,4
20,4,20,15,31,4,4
20,8,20,19,31,4,4
22,5,28,16,58,4,4
22,5,55,16,82,4,4
22,5,55,16,74,4,4
24,8,54,19,93,4,4
24,5,32,16,77,4,4
24,5,28,16,67,4,4
