num_qubits,num_cnots,num_cnots_base,depth,depth_base,num_vgates,num_fragments
4,0,0,4,4,0,4
4,0,0,4,4,0,4
4,0,0,4,4,0,4
6,0,2,9,12,1,6
6,0,4,9,15,2,6
6,0,2,9,12,1,6
8,0,4,9,12,2,8
8,0,2,9,12,1,8
8,0,6,9,15,3,8
10,0,6,9,12,3,10
10,4,17,15,24,4,7
10,2,12,12,18,4,8
12,0,8,9,18,4,12
12,0,6,9,15,3,12
12,2,14,12,18,4,9
14,17,49,24,52,4,4
14,0,4,9,12,2,14
14,2,18,12,21,4,9
