num_qubits,num_cnots,num_cnots_base,depth,depth_base,num_vgates,num_fragments
4,0,6,8,14,3,4
4,0,6,8,14,3,4
4,0,6,8,17,3,4
6,2,10,11,20,4,5
6,2,10,11,20,4,5
6,2,10,11,20,4,5
8,4,20,14,28,4,5
8,4,20,14,25,4,5
8,4,18,14,33,4,5
10,4,23,14,39,4,5
10,4,27,14,34,4,5
10,4,27,14,39,4,5
12,8,35,17,35,4,5
12,6,37,17,40,4,5
12,8,37,17,36,4,5
14,6,41,14,29,4,5
14,6,40,17,40,4,5
14,6,42,17,46,4,5
16,13,51,25,43,4,5
16,18,49,26,48,4,5
16,18,55,33,62,4,5
18,15,53,20,48,4,5
18,20,64,25,49,4,5
18,37,63,46,66,4,5
20,22,65,26,59,4,5
20,23,66,33,50,4,5
20,14,72,27,55,4,5
22,35,78,37,52,4,5
22,63,87,67,83,4,5
22,30,69,56,85,4,5
24,40,86,50,55,4,5
24,47,86,79,88,4,5
24,26,89,39,74,4,5
