num_qubits,num_cnots,num_cnots_base,depth,depth_base,num_vgates,num_fragments
4,20,39,52,87,4,1
4,19,39,53,87,4,1
4,19,39,53,87,4,1
6,28,68,48,121,4,1
6,28,67,48,126,4,1
6,28,68,48,120,4,1
8,40,84,48,129,4,1
8,40,84,51,129,4,1
8,40,84,51,129,4,1
10,58,78,69,129,4,1
10,58,78,69,129,4,1
10,58,78,66,129,4,1
12,64,72,117,129,4,1
12,64,72,117,129,4,1
12,64,72,117,129,4,1
14,86,123,97,194,4,1
14,76,105,66,177,4,1
14,76,105,69,179,4,1
16,88,150,72,231,4,1
16,88,152,72,225,4,1
16,88,132,72,201,4,1
18,115,144,147,230,4,1
18,138,144,185,230,4,1
18,100,146,78,219,4,1
20,112,120,189,201,4,1
20,112,120,189,201,4,1
20,112,120,189,201,4,1
22,151,150,227,262,4,1
22,152,152,224,253,4,1
22,138,209,146,323,4,1
24,170,207,256,340,4,1
24,159,182,146,314,4,1
24,192,209,273,327,4,1
