num_qubits,num_cnots,num_cnots_base,depth,depth_base,num_vgates,num_fragments
4,33,53,81,115,4,1
4,33,53,81,115,4,1
4,33,53,81,115,4,1
6,40,96,59,160,4,1
6,40,94,59,168,4,1
6,40,96,59,160,4,1
8,80,112,110,170,4,1
8,80,112,110,170,4,1
8,80,112,110,170,4,1
10,84,104,110,170,4,1
10,84,104,116,170,4,1
10,84,104,113,170,4,1
12,88,96,158,170,4,1
12,88,96,158,170,4,1
12,88,96,158,170,4,1
14,128,143,161,233,4,1
14,104,143,80,236,4,1
14,124,173,197,259,4,1
16,120,187,83,297,4,1
16,162,176,233,266,4,1
16,120,179,89,269,4,1
18,171,234,193,354,4,1
18,165,193,177,308,4,1
18,136,193,92,307,4,1
20,152,160,254,266,4,1
20,152,160,254,266,4,1
20,152,160,254,266,4,1
22,188,256,230,396,4,1
22,188,202,286,346,4,1
22,187,202,229,349,4,1
24,211,246,163,433,4,1
24,226,244,374,433,4,1
24,222,246,302,419,4,1
