num_qubits,fid,fid_base,esp,esp_base,num_cnots,num_cnots_base,depth,depth_base,num_deps,num_deps_base,num_vgates,num_fragments,num_instances,run_time,knit_time,run_time_base
50,nan,nan,0.9733515991006007,nan,9,nan,18,nan,nan,nan,4,5,120,nan,nan,nan
60,nan,nan,0.9679140492891968,nan,11,nan,20,nan,nan,nan,4,5,120,nan,nan,nan
70,nan,nan,0.9625068759090633,nan,13,nan,22,nan,nan,nan,4,5,120,nan,nan,nan
80,nan,nan,0.9571299092647285,nan,15,nan,24,nan,nan,nan,4,5,120,nan,nan,nan
90,nan,nan,0.9517829806087116,nan,17,nan,26,nan,nan,nan,4,5,120,nan,nan,nan
100,nan,nan,0.9464659221362245,nan,19,nan,28,nan,nan,nan,4,5,120,nan,nan,nan
150,nan,nan,0.9203228746867126,nan,29,nan,38,nan,nan,nan,4,5,120,nan,nan,nan
200,nan,nan,0.8949019440234091,nan,39,nan,48,nan,nan,nan,4,5,120,nan,nan,nan
250,nan,nan,0.8701831840151675,nan,49,nan,58,nan,nan,nan,4,5,120,nan,nan,nan
300,nan,nan,0.846147199477944,nan,59,nan,68,nan,nan,nan,4,5,120,nan,nan,nan
350,nan,nan,0.8227751309566654,nan,69,nan,78,nan,nan,nan,4,5,120,nan,nan,nan
400,nan,nan,0.8000486399274601,nan,79,nan,88,nan,nan,nan,4,5,120,nan,nan,nan
450,nan,nan,0.7779498944086212,nan,89,nan,98,nan,nan,nan,4,5,120,nan,nan,nan
500,nan,nan,0.7564615549690326,nan,99,nan,108,nan,nan,nan,4,5,120,nan,nan,nan
550,nan,nan,0.7355667611230464,nan,109,nan,118,nan,nan,nan,4,5,120,nan,nan,nan
600,nan,nan,0.7152491181011835,nan,119,nan,128,nan,nan,nan,4,5,120,nan,nan,nan
650,nan,nan,0.6954926839862231,nan,129,nan,138,nan,nan,nan,4,5,120,nan,nan,nan
700,nan,nan,0.676281957204638,nan,139,nan,148,nan,nan,nan,4,5,120,nan,nan,nan
750,nan,nan,0.65760186436353,nan,149,nan,158,nan,nan,nan,4,5,120,nan,nan,nan
800,nan,nan,0.6394377484235282,nan,159,nan,168,nan,nan,nan,4,5,120,nan,nan,nan
850,nan,nan,0.6217753571983757,nan,169,nan,178,nan,nan,nan,4,5,120,nan,nan,nan
900,nan,nan,0.6046008321721752,nan,179,nan,188,nan,nan,nan,4,5,120,nan,nan,nan
