num_qubits,gate_overhead,wire_overhead,optimal_overhead,gate_cut_time,wire_cut_time,optimal_cut_time,gate_num_fragments,wire_num_fragments,optimal_num_fragments
6,46656,65536,9216,0.02848434098996222,0.04076973896007985,0.5968444310128689,2,2,2
8,46656,268435456,31104,0.036011807969771326,1.2099443700863048,0.2837846240727231,2,4,2
10,36,16384,36,0.04066150798462331,0.11978632106911391,0.32671495096292347,2,4,2
6,46656,65536,9216,0.02791889605578035,0.040427047992125154,0.6033273859648034,2,2,2
8,46656,268435456,31104,0.03614715894218534,1.2094012619927526,0.2763325528940186,2,4,2
10,36,16384,36,0.035442322958260775,0.11890114203561097,0.32347262697294354,2,4,2
