num_qubits,base_fidelity,vroute_fidelity,base_num_cx,vroute_num_cx,overhead,cut_time,knit_time,run_time
6,0.8868661116141234,0.0,6,4,6,0.002377165001234971,1.7382887019994087,2.217789743001049
3,0.9327102134797882,0.9297521882254205,7,4,6,0.002718538002227433,1.71872846900078,5.793397032000939
5,0.03070000000000001,0.04555164911746496,16,0,6,0.0014614570027333684,1.8752213189945905,7.2814453589962795
5,0.040700000000000014,0.04882412023160336,16,0,6,0.001389798999298364,1.80131053399964,11.012962348002475
6,0.0587,0.045121310181715044,21,0,6,0.0014944020003895275,1.8749165699991863,1.4093273140024394
7,0.09170000000000002,0.13542067342618497,16,0,6,0.001518142998975236,1.698985121998703,1.6515423509990796
7,0.08655,0.13457997127245128,23,16,6,0.0015837780010770075,1.6863088869940839,1.6269163699980709
7,0.09664999999999996,0.15231882660118023,23,16,6,0.0015632600043318234,1.6850245329987956,1.6732472000003327
7,0.06465000000000003,0.05541223394227505,26,12,6,0.0015880149949225597,1.6246830470045097,27.640998119997676
10,0.13299999999999976,0.10267463789580698,30,18,6,0.0018503120008972473,1.7474877200002084,194.41452048200154
5,0.27935,0.28766095302275735,0,0,6,0.0014089270116528496,1.7637181089958176,12.510312577011064
5,0.023600000000000027,0.022554141409958643,0,0,6,0.0014117719983914867,1.7206558080069954,12.1547031129885
5,0.014149999999999996,0.01874005410113505,0,0,6,0.0014356419997056946,1.6429098679946037,12.041386226992472
5,0.836,0.8036912755666957,0,0,6,0.0014038899971637875,1.8335013370087836,12.039246198008186
5,0.03544999999999998,0.01749404973700089,0,8,6,0.00151851300324779,1.6285820780030917,12.486025542006246
5,0.04485000000000001,0.01779918690579947,0,8,6,0.0014414479956030846,1.6443741419934668,12.814802110995515
5,0.036300000000000006,0.026335840861636914,0,8,6,0.0014855090121272951,1.7299498259963002,12.510856717999559
5,0.044000000000000004,0.023772790856569238,14,8,6,0.0014586670004064217,1.6525600750028389,12.323269787986646
5,0.06575000000000002,0.04951894440663873,35,16,36,0.0024615970032755286,1.8061152959999163,148.45395307900617
7,0.05735000000000001,0.049658803703657946,24,12,6,0.002043130007223226,1.659520038010669,32.99756358900049
8,0.08090000000000004,0.05776306272658034,28,14,6,0.002296671998919919,1.6440129430120578,56.55121765600052
8,0.9858668979695459,nan,28,14,6,0.002157482987968251,2.1125039600010496,56.63225572100782
8,0.9886137608959488,0.991967061460618,28,14,6,0.0021523119939956814,1.6228602229966782,56.73841227400408
