3, 0.8907960621838531
5, 0.9039479450953355, 0.841046150318773
6, 0.6618784561479291, 0.7313210217900105
7, 0.6298242811741941, 0.7973784665673926


5, , 0.7894863466203712
6, 0.664303865965802, 0.6547770893079563
