num_qubits,base_fidelity,vroute_fidelity,base_num_cx,vroute_num_cx,overhead,cut_time,knit_time,run_time
4,0.04080000000000001,0.02302163324498677,11,6,6,0.000815168023109436,0.004642690997570753,3.1077954180072993
4,0.03559999999999997,0.015947861965491365,11,6,6,0.001032812986522913,0.0042869350872933865,2.269489608006552
4,0.0398,0.013039758342922878,11,6,6,0.0009633409790694714,0.004458871902897954,2.4122338169254363
6,0.06225000000000003,0.034156160781367406,19,10,6,0.001079862006008625,0.004882305860519409,3.495437551056966
6,0.056150000000000005,0.027652876039683333,19,10,6,0.0010934378951787949,0.004758581984788179,3.4025696499738842
6,0.054500000000000014,0.030351850553413138,21,10,6,0.0009804728906601667,0.0046637209597975016,3.4994262240361422
8,0.0633499999999999,0.06428929430633513,28,14,6,0.0011419800575822592,0.007010370027273893,4.537401983980089
8,0.06599999999999998,0.06542780838383337,28,14,6,0.0012725179549306631,0.006839174777269363,4.515605785883963
8,0.07574999999999994,0.06773840317556021,28,14,6,0.0013145271223038435,0.005210870876908302,4.512019426794723
10,0.09604999999999968,0.0780910368266206,39,18,6,0.001387526048347354,0.010709728812798858,2.4989174781367183
10,0.09684999999999967,0.07165901950848746,42,18,6,0.0011270111426711082,0.008792425971478224,2.6879231170751154
10,0.09239999999999979,0.07194767812832317,30,18,6,0.0011465889401733875,0.008397205034270883,3.113638909999281
12,0.10539999999999883,0.08812718115605114,24,22,6,0.0016264100559055805,0.012079671956598759,6.2264968999661505
12,0.10689999999999882,0.08902180474443092,24,22,6,0.001581745920702815,0.012981526087969542,6.32346544181928
12,0.10494999999999872,0.0948210007229159,24,22,6,0.001513174967840314,0.013152681989595294,6.346531793940812
14,0.1528999999999971,0.10974747676311404,44,26,6,0.0016296668909490108,0.01773000997491181,30.158944295952097
14,0.15204999999999705,0.11704510278113545,32,26,6,0.0016911930870264769,0.017028176924213767,31.57271570013836
14,0.15874999999999692,0.11497937195025865,47,26,6,0.0014480720274150372,0.016493852017447352,30.199111348949373
4,0.03545000000000002,0.01867291145572784,11,6,6,0.0007574900519102812,0.0044567950535565615,2.107419912936166
4,0.04190000000000001,0.024903923138510833,11,6,6,0.001055627129971981,0.00449752202257514,2.383759596850723
4,0.03830000000000002,0.018165492323848603,11,6,6,0.0010129960719496012,0.003818881930783391,2.364118739962578
6,0.054999999999999986,0.028692643154150575,21,10,6,0.0010171339381486177,0.004940264159813523,3.479724669130519
6,0.06674999999999999,0.03299667000500752,19,10,6,0.0010464799124747515,0.004901800071820617,3.3957494909409434
6,0.05835000000000001,0.030067925095133192,21,10,6,0.001117014093324542,0.005004104925319552,3.494173876941204
8,0.06864999999999999,0.06567153108847293,28,14,6,0.0010843719355762005,0.006107093067839742,4.53652752796188
8,0.0767499999999999,0.061183581040369604,28,14,6,0.0012251301668584347,0.006155855022370815,4.54590785712935
8,0.07149999999999994,0.06232040012048794,28,14,6,0.0013601360842585564,0.006095760967582464,4.507660561939701
10,0.09399999999999971,0.07030544772715758,32,18,6,0.0011600558646023273,0.009122205898165703,2.158289449987933
10,0.07849999999999965,0.07204551028681447,32,18,6,0.0015044298488646746,0.009306425927206874,2.005189378047362
10,0.10249999999999965,0.07141686196925884,30,18,6,0.001514981035143137,0.009104270953685045,2.0120788789354265
12,0.1006999999999991,0.08784876224858137,24,22,6,0.0016496069729328156,0.012344002025201917,6.516458299010992
12,0.100549999999999,0.09202378445339078,24,22,6,0.001507726963609457,0.012651317054405808,6.434542729053646
12,0.10339999999999888,0.0827344142421576,24,22,6,0.0015898931305855513,0.013015979900956154,6.5886179090011865
14,0.1569499999999966,0.11818874311204354,43,26,6,0.0016983391251415014,0.01641956204548478,30.59488661098294
14,0.15954999999999683,0.1159281054677238,48,26,6,0.0014365219976752996,0.015877731842920184,30.681505125947297
14,0.1389999999999974,0.1221056370110489,32,26,6,0.001677350141108036,0.016474076081067324,30.588158425875008
