num_qubits,base_fidelity,vroute_fidelity,base_num_cx,vroute_num_cx,overhead,cut_time,knit_time,run_time
4,0.10840000000000002,0.030629168121290695,39,18,216,0.0018917659763246775,0.017107258085161448,236.46379370009527
4,0.11174999999999996,0.02889880737622768,39,18,216,0.0018921291921287775,0.017653090180829167,237.47607933706604
4,0.11025,0.036716059412849555,39,18,216,0.001885195029899478,0.01836949703283608,238.29725990304723
6,0.11365,0.04872569535093889,65,30,216,0.0021046819165349007,0.029610394034534693,361.8348090900108
6,0.09389999999999998,0.04833164873655244,68,30,216,0.002048133872449398,0.02878775796853006,353.76744381408207
6,0.12150000000000002,0.04530755568934375,69,30,216,0.0021619999315589666,0.03196814190596342,355.82830303604715
8,0.13964999999999986,0.10811922458818811,84,42,216,0.0023183270823210478,0.057975111063569784,466.0984119330533
8,0.13964999999999986,0.10811922458818811,84,42,216,0.0023183270823210478,0.057975111063569784,466.0984119330533
8,0.14339999999999975,0.09963757112908048,84,42,216,0.002830354031175375,0.05564061086624861,475.9361415230669
8,0.13919999999999988,0.11342007677734567,87,42,216,0.0027767959982156754,0.05234484001994133,460.5414846390486
10,0.14859999999999912,0.12023067503289128,78,54,216,0.003043089061975479,0.12804773007519543,369.90774361998774
10,0.14059999999999948,0.13345007087172234,78,54,216,0.0030327490530908108,0.13168725301511586,372.8539840639569
10,0.14574999999999916,0.1205185751594595,78,54,216,0.0031745589803904295,0.12855075695551932,383.65301398793235
12,0.19094999999999712,0.16735122458530405,72,66,216,0.003346053883433342,0.24296296993270516,672.7996843347792
12,0.1844499999999971,0.16771541616906313,72,66,216,0.003112209029495716,0.2150014948565513,659.1020490070805
12,0.19314999999999688,0.16902871986699863,72,66,216,0.0027956280391663313,0.22059111506678164,666.0739163740072
14,0.2990999999999896,0.22124002514669067,123,78,216,0.0031527329701930285,0.4381344390567392,2979.6831597420387
14,0.2716999999999902,0.22066940601268745,105,78,216,0.0031782628502696753,0.40611035795882344,2971.60297607095
14,0.28494999999998977,0.21757666456294653,105,78,216,0.0031406721100211143,0.41220755712129176,2992.215177871054
