num_qubits,h_fid,h_fid_base,tv_fid,tv_fid_base,num_cnots,num_cnots_base,depth,depth_base,num_vgates,num_fragments,num_instances,run_time,knit_time,run_time_base
4,0.0,0.0,0.0,0.0,0,6,9,18,3,4,84,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,11,18,21,38,3,3,258,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,29,42,48,81,3,2,432,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,54,70,96,110,3,1,216,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,91,109,124,149,3,1,216,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,149,143,186,174,3,1,216,0.0,0.0,0.0
