num_qubits,h_fid,h_fid_base,tv_fid,tv_fid_base,num_cnots,num_cnots_base,depth,depth_base,num_vgates,num_fragments,num_instances,run_time,knit_time,run_time_base
4,0.0,0.0,0.0,0.0,0,6,9,18,3,4,234,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,13,30,29,53,3,1,216,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,40,56,49,84,3,1,216,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,60,75,74,89,3,1,216,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,92,91,88,83,3,1,216,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,106,133,107,128,3,2,222,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,166,177,142,174,3,1,216,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,211,216,153,161,3,1,216,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,241,270,144,162,3,1,216,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,309,309,173,178,3,1,216,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,321,347,171,222,3,1,216,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,388,401,222,260,3,1,216,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0,6,9,18,3,4,234,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,15,27,32,38,3,1,216,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,40,52,61,64,3,1,216,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,66,88,57,78,3,1,216,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,91,93,98,102,3,1,216,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,122,126,103,139,3,1,216,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,156,159,145,154,3,1,216,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,205,227,150,164,3,1,216,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,224,234,157,161,3,1,216,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,294,317,144,173,3,1,216,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,304,339,214,190,3,1,216,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,354,382,190,214,3,1,216,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0,6,9,18,3,4,234,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,18,26,40,52,3,2,222,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,39,53,51,65,3,2,222,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,71,81,64,82,3,1,216,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,109,111,90,106,3,1,216,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,120,132,100,117,3,2,222,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,182,201,125,148,3,1,216,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,182,214,123,166,3,1,216,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,246,269,137,168,3,1,216,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,255,295,166,193,3,2,222,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,324,339,189,206,3,1,216,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,372,398,190,208,3,1,216,0.0,0.0,0.0
