num_qubits,h_fid,h_fid_base,tv_fid,tv_fid_base,num_cnots,num_cnots_base,depth,depth_base,num_vgates,num_fragments,num_instances,run_time,knit_time,run_time_base
4,0.0,0.0,0.0,0.0,6,12,17,31,1,1,6,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,10,19,20,36,1,1,6,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,14,28,23,44,1,1,6,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,18,26,26,47,1,1,6,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,22,24,29,47,1,1,6,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,26,46,32,71,1,1,6,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,30,48,35,75,1,1,6,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,34,60,38,107,1,1,6,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,38,40,41,71,1,1,6,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,58,52,64,98,1,1,6,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,69,79,85,132,1,1,6,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,66,93,83,156,1,1,6,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,6,11,17,31,1,1,6,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,10,21,20,40,1,1,6,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,14,28,23,47,1,1,6,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,18,30,26,54,1,1,6,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,22,24,29,47,1,1,6,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,26,45,32,79,1,1,6,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,30,48,35,81,1,1,6,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,34,52,38,87,1,1,6,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,38,40,41,71,1,1,6,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,58,64,56,109,1,1,6,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,70,60,113,130,1,1,6,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,78,84,96,139,1,1,6,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,6,11,17,31,1,1,6,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,10,21,20,43,1,1,6,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,14,28,23,44,1,1,6,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,18,30,26,52,1,1,6,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,22,24,29,47,1,1,6,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,26,50,32,78,1,1,6,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,30,44,35,71,1,1,6,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,34,54,38,99,1,1,6,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,38,40,41,71,1,1,6,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,67,64,65,107,1,1,6,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,77,73,83,129,1,1,6,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,75,89,109,139,1,1,6,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,6,12,17,30,1,1,6,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,10,21,20,40,1,1,6,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,14,28,23,47,1,1,6,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,18,26,26,44,1,1,6,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,22,24,29,47,1,1,6,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,26,38,32,69,1,1,6,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,30,57,35,84,1,1,6,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,34,50,38,90,1,1,6,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,38,40,41,71,1,1,6,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,52,76,64,126,1,1,6,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,57,60,66,114,1,1,6,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,72,106,78,150,1,1,6,0.0,0.0,0.0
