num_qubits,fid,fid_base,esp,esp_base,num_cnots,num_cnots_base,depth,depth_base,num_deps,num_deps_base,num_vgates,num_cuts_base
8,nan,nan,0.9728632681858634,0.9761781175935311,19,20,42,44,12,17,1,1
10,nan,nan,0.9599080247184034,0.9614460497526137,30,33,60,59,20,27,1,1
