num_qubits,fid,fid_base,esp,esp_base,num_cnots,num_cnots_base,depth,depth_base,num_deps,num_deps_base,num_vgates,num_cuts_base
8,nan,nan,0.9865856074213885,0.9797015155379994,6,14,15,14,8,20,2,2
10,nan,nan,0.9828421816828559,0.9741310695838804,8,18,18,17,12,28,2,2
12,nan,nan,0.9790150484195745,0.9685922964072708,10,22,18,20,16,37,2,2
14,nan,nan,0.9577980116484891,0.9654949917226909,28,28,35,34,29,51,0,0
16,nan,nan,0.9714054318006485,0.961351636848971,16,29,21,23,23,48,2,0
18,nan,nan,0.9525426049531542,0.9451400282826903,31,43,33,31,35,76,0,0
20,nan,nan,0.9638549626536446,0.9687860439281963,18,22,24,23,35,35,2,2
22,nan,nan,0.9601977843527761,0.965883026152004,20,24,27,20,41,42,2,2
24,nan,nan,0.9563631812414143,0.9603902852121218,22,30,29,28,35,45,2,2
