num_qubits,fid,fid_base,esp,esp_base,num_cnots,num_cnots_base,depth,depth_base,num_deps,num_deps_base,num_vgates,num_cuts_base
8,nan,nan,0.9875727358680133,0.983530446488424,6,13,21,28,11,41,2,2
10,nan,nan,0.9840223592756657,0.9784273456076718,8,17,25,36,17,62,2,2
12,nan,nan,0.9804847464762921,0.9733507224416574,10,21,29,44,24,87,2,2
14,nan,nan,0.9764714693438016,0.9708222970422108,12,23,36,48,32,101,2,2
