num_qubits,fid,fid_base,esp,esp_base,num_cnots,num_cnots_base,depth,depth_base,num_deps,num_deps_base,num_vgates,num_cuts_base
8,nan,nan,0.9900462177521271,0.9892549034267384,3,6,12,14,9,27,1,1
10,nan,nan,0.9874744232839305,0.9860933014012593,4,8,13,16,14,44,1,1
12,nan,nan,0.9847123374272045,0.9831384215277379,5,10,14,18,20,65,1,1
14,nan,nan,0.9817615956840682,0.9794085165875704,6,12,15,19,27,90,1,1
16,nan,nan,0.9790154892997658,0.9784295486873075,7,12,16,20,35,90,1,1
18,nan,nan,0.9760818184583894,0.9782338725618654,8,12,17,20,44,90,1,1
20,nan,nan,0.9733515991006007,0.9782338725618654,9,12,18,20,54,90,1,1
22,nan,nan,0.9706290164978467,0.9799968087502801,10,11,19,19,65,77,1,1
24,nan,nan,0.9679140492891972,0.9782338725618654,11,12,20,20,77,90,1,1
