num_qubits,num_cnots,num_cnots_base,depth,depth_base,num_vgates,num_fragments
4,8,25,25,59,4,1
4,8,25,28,59,4,2
4,8,25,28,59,4,2
6,25,43,56,81,4,1
6,16,43,34,82,4,2
6,16,43,37,81,4,1
8,16,56,34,88,4,2
8,24,56,37,88,4,1
8,24,56,37,88,4,2
10,24,52,40,88,4,2
10,16,52,34,88,4,2
10,32,52,43,88,4,1
12,40,48,76,88,4,1
12,40,48,76,88,4,1
12,40,48,76,88,4,1
14,40,88,52,143,4,2
14,44,79,49,130,4,2
14,48,79,61,131,4,1
16,44,99,49,156,4,2
16,56,88,64,136,4,1
16,66,106,110,165,4,1
18,44,95,52,155,4,2
18,82,97,110,148,4,1
18,64,95,70,156,4,1
20,72,80,124,136,4,1
20,72,80,124,136,4,1
20,72,80,124,136,4,1
22,68,120,67,213,4,2
22,104,122,119,200,4,1
22,110,109,166,196,4,1
24,48,129,52,235,4,2
24,100,142,150,235,4,1
24,99,144,136,244,4,1
