num_qubits,num_cnots,num_cnots_base,depth,depth_base,num_vgates,num_fragments
4,24,37,54,83,4,1
4,24,37,70,83,4,1
4,24,37,70,83,4,1
6,42,72,73,108,4,1
6,44,72,85,107,4,1
6,42,72,84,108,4,1
8,55,80,70,106,4,1
8,55,80,67,106,4,1
8,52,80,70,106,4,1
10,48,64,64,90,4,1
10,48,64,64,90,4,1
10,48,64,64,90,4,1
12,44,48,54,74,4,1
12,44,48,54,74,4,1
12,44,48,55,74,4,1
14,68,87,91,127,4,1
14,69,117,91,155,4,1
14,63,117,79,152,4,1
16,90,112,92,138,4,1
16,84,112,86,138,4,1
16,101,112,121,138,4,1
18,97,123,104,156,4,1
18,80,121,81,160,4,1
18,86,96,86,122,4,1
20,76,80,70,106,4,1
20,76,80,73,106,4,1
20,76,80,70,106,4,1
22,123,143,151,176,4,1
22,124,114,116,170,4,1
22,125,141,134,199,4,1
24,127,150,154,239,4,1
24,133,177,158,236,4,1
24,130,150,160,234,4,1
