num_qubits,h_fid,h_fid_base,tv_fid,tv_fid_base,num_cnots,num_cnots_base,depth,depth_base,num_vgates,num_fragments,num_instances,run_time,knit_time,run_time_base
4,0.0,0.0,0.0,0.0,12,25,28,54,2,1,36,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,20,43,34,74,2,1,36,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,28,56,40,85,2,1,36,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,36,52,46,85,2,1,36,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,44,48,52,85,2,1,36,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,52,68,58,111,2,1,36,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,60,88,64,133,2,1,36,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,68,97,70,148,2,1,36,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,76,80,76,133,2,1,36,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,90,120,102,183,2,1,36,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,101,129,118,229,2,1,36,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,136,136,130,241,2,1,36,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,12,25,28,54,2,1,36,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,20,43,34,78,2,1,36,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,28,56,40,85,2,1,36,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,36,52,46,85,2,1,36,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,44,48,52,85,2,1,36,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,52,90,58,148,2,1,36,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,60,96,64,155,2,1,36,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,68,84,70,133,2,1,36,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,76,80,76,133,2,1,36,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,96,98,116,173,2,1,36,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,128,116,142,212,2,1,36,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,133,147,137,255,2,1,36,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,12,25,28,54,2,1,36,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,20,45,34,78,2,1,36,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,28,56,40,85,2,1,36,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,36,63,46,105,2,1,36,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,44,48,52,85,2,1,36,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,52,78,58,137,2,1,36,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,60,87,64,143,2,1,36,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,68,106,70,175,2,1,36,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,76,80,76,133,2,1,36,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,93,125,106,198,2,1,36,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,104,116,118,209,2,1,36,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,118,149,144,267,2,1,36,0.0,0.0,0.0
