num_qubits,h_fid,h_fid_base,tv_fid,tv_fid_base,num_cnots,num_cnots_base,depth,depth_base,num_deps,num_deps_base,num_vgates,num_fragments,num_instances,run_time,knit_time,run_time_base
6,0.9769949000871382,0.9800790224101429,0.9167139653073532,0.9051,8,18,21,37,0,0,2,2,72,201.72668782000255,3.368859168011113,1.645486469991738
8,0.9548148406302822,0.9509993206517926,0.882483995812077,0.87585,12,26,27,49,0,0,2,2,72,299.4845024150127,3.1414579859992955,2.304585161007708
10,0.916328436561371,0.9057155663528441,0.8179599379588407,0.8025000000000015,16,34,33,61,0,0,2,2,72,327.4644960440055,3.5452607369952602,2.690088621005998
12,0.8048487997031184,0.8209165872127272,0.7204169205390754,0.743700000000007,22,42,50,73,0,0,2,2,72,510.12444919301197,3.947033698990708,5.218190255996888
14,0.6806765764656575,0.6333450810394444,0.6419612199459518,0.6345500000000248,32,52,71,99,0,0,2,2,72,678.5317299839953,4.404882862989325,54.10398053500103
