num_qubits,h_fid,h_fid_base,tv_fid,tv_fid_base,num_cnots,num_cnots_base,depth,depth_base,num_vgates,num_fragments,num_instances,run_time,knit_time,run_time_base
4,0.9999948357739166,0.9999191808240009,0.9977499999999999,0.9911000000000001,3,3,14,14,0,1,1,0.20079292199807242,0.0006622649962082505,0.18802493304247037
6,0.9958960445773775,0.9999860958620355,0.996575,0.9963,2,5,13,16,1,2,12,3.7726122160092928,5.078387080982793,0.24782445502933115
8,0.9993224376831232,0.9999939973645646,0.9982500000000001,0.9975499999999999,3,7,14,18,1,2,12,4.427501661004499,4.680453095003031,0.47352062101708725
10,0.999999931587599,0.9999059088472748,0.9995508325,0.9903,3,9,14,20,2,3,48,26.810521184001118,4.636276168981567,0.3696998200030066
12,0.9999993729769828,0.9999553284909511,0.9993557134021249,0.99515,3,11,14,22,2,3,48,31.431081257993355,4.643287268001586,0.4134872719878331
