num_qubits,num_cnots,num_cnots_base,depth,depth_base,num_vgates,num_fragments
4,7,9,30,36,2,1
4,7,9,34,34,2,1
4,7,9,34,36,2,1
6,13,15,43,43,2,1
6,13,15,43,44,2,1
6,13,15,43,43,2,1
8,19,21,52,49,2,1
8,19,21,52,49,2,1
8,19,21,52,49,2,1
10,25,27,60,55,2,1
10,25,27,54,55,2,1
10,25,27,60,55,2,1
12,31,33,67,61,2,1
12,31,33,67,61,2,1
12,31,33,67,61,2,1
14,37,39,65,65,2,1
14,37,39,65,65,2,1
14,37,39,72,65,2,1
16,43,45,73,73,2,1
16,43,45,73,73,2,1
16,43,45,73,73,2,1
18,49,51,79,88,2,1
18,49,51,85,88,2,1
18,49,51,85,88,2,1
20,55,57,84,84,2,1
20,55,57,84,84,2,1
20,55,57,84,84,2,1
22,86,77,133,126,2,1
22,82,86,111,136,2,1
22,75,77,133,122,2,1
24,102,90,182,137,2,1
24,103,101,154,159,2,1
24,91,92,152,143,2,1
