num_qubits,num_cnots,num_cnots_base,depth,depth_base,num_vgates,num_fragments
4,12,17,35,43,2,1
4,12,17,29,43,2,1
4,12,17,29,43,2,1
6,20,31,50,58,2,1
6,22,31,44,58,2,1
6,19,32,39,62,2,1
8,26,40,39,56,2,1
8,26,40,38,56,2,1
8,26,40,39,56,2,1
10,30,32,43,48,2,1
10,27,32,35,48,2,1
10,34,32,54,48,2,1
12,22,24,32,40,2,1
12,22,24,32,40,2,1
12,22,24,33,40,2,1
14,32,61,50,84,2,1
14,44,59,54,99,2,1
14,46,64,71,90,2,1
16,48,67,54,90,2,1
16,51,54,65,91,2,1
16,48,67,49,92,2,1
18,55,70,72,104,2,1
18,40,59,45,85,2,1
18,58,48,66,64,2,1
20,38,40,44,56,2,1
20,38,40,48,56,2,1
20,38,40,43,56,2,1
22,57,65,70,109,2,1
22,63,82,89,110,2,1
22,80,93,100,141,2,1
24,58,83,83,133,2,1
24,71,97,109,147,2,1
24,102,101,124,160,2,1
