num_qubits,h_fid,h_fid_base,tv_fid,tv_fid_base,num_cnots,num_cnots_base,depth,depth_base,num_deps,num_deps_base,num_vgates,num_fragments,num_instances,run_time,knit_time,run_time_base
6,0.0,0.0,0.0,0.0,12,15,24,26,12,27,3,1,216,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,18,21,28,28,43,46,3,1,216,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,24,27,30,30,66,69,3,1,216,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,30,33,32,32,93,96,3,1,216,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,36,39,34,34,124,127,3,1,216,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,42,45,36,36,159,162,3,1,216,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,48,51,38,38,198,201,3,1,216,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,54,57,40,40,241,244,3,1,216,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,81,79,66,65,288,291,3,1,216,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,83,90,80,80,339,342,3,1,216,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,105,148,98,133,394,397,3,1,216,0.0,0.0,0.0
