num_qubits,fid,fid_cutqc,fid_base,esp,esp_cutqc,esp_base,num_cnots,num_cnots_cutqc,num_cnots_base,depth,depth_cutqc,depth_base,num_deps,num_deps_cutqc,num_deps_base,num_vgates,num_cuts_cutqc
8,0.8866092048740531,0.8564983155035231,0.8699052231412154,0.9853038153864218,0.9825482434546273,0.9837267390855616,6,11,14,18,19,22,11,32,41,2,2
10,0.8389129395314964,0.8365515806339987,0.8237106273493575,0.9813689499475633,0.98215528310621,0.9792099988674624,8,11,18,19,19,23,17,32,62,2,2
12,0.850643720275881,0.7795104621155138,0.7948001952075315,0.9772543184268669,0.98215528310621,0.9747139970733455,10,11,22,20,19,26,24,32,87,2,2
