num_qubits,fid,fid_cutqc,fid_base,esp,esp_cutqc,esp_base,num_cnots,num_cnots_cutqc,num_cnots_base,depth,depth_cutqc,depth_base,num_deps,num_deps_cutqc,num_deps_base,num_vgates,num_cuts_cutqc
8,0.9962625713615371,0.998771334775385,0.9950629000930825,0.9865856074213887,0.9827443400240925,0.9904418892376101,6,12,28,18,26,42,9,27,41,2,2
10,0.9987695503588921,0.9957326610513247,0.9796963657387211,0.9827438974646877,0.9827443400240925,0.9880666704064297,8,12,30,21,26,52,14,27,62,2,2
8,0.9970259192300786,0.9986082399066146,0.9919358867771537,0.9865856074213887,0.9827443400240925,0.957702231847324,6,12,28,18,26,45,9,27,41,2,2
10,0.9962188651098812,0.9963649941181075,0.9866690949010868,0.9827438974646877,0.9827443400240925,0.9559798323332213,8,12,26,21,26,45,14,27,62,2,2
12,0.9823758958755193,0.9875708646416415,0.9670145452871527,0.978917146914733,0.9827443400240924,0.9542605305043782,10,12,24,24,26,45,20,27,87,2,2
