num_qubits,fid,fid_base,esp,esp_base,num_cnots,num_cnots_base,depth,depth_base,num_deps,num_deps_base,num_vgates,num_cuts_base
10,0.9454068570574903,0.9314038814898625,0.9827438974646876,0.9770588773357252,8,16,21,32,14,44,2,2
8,0.9752443499104796,0.9646166476883937,0.9865856074213886,0.9827443400240925,6,12,18,26,9,27,2,2
12,0.9501448931230736,0.9571067466808293,0.9789171469147329,0.9827443400240924,10,12,24,26,20,27,2,2
8,0.9772027681342041,0.9721286564212838,0.9865856074213886,0.9827443400240925,6,12,18,26,9,27,2,2
10,0.9605280866529166,0.9583181429254556,0.9827438974646876,0.9827443400240925,8,12,21,26,14,27,2,2
12,0.9452836143808006,0.9475850699969043,0.978917146914733,0.9827443400240924,10,12,24,26,20,27,2,2
8,0.9942246098696423,0.9732314163611456,0.9865856074213886,0.9827443400240925,6,12,18,26,9,27,2,2
10,0.981510007715564,0.952859634591302,0.9827438974646877,0.9827443400240925,8,12,21,26,14,27,2,2
