num_qubits,num_qubits_after,num_cnots,num_cnots_base,depth,depth_base,num_vgates
4,27,6,6,17,17,0
6,27,15,24,23,38,2
8,27,29,51,41,66,4
10,27,67,96,80,103,4
12,27,115,135,79,124,4
14,27,174,174,154,172,4
16,27,296,330,188,229,4
18,27,400,393,242,287,4
20,27,520,549,288,354,4
22,27,615,640,353,426,4
24,27,760,766,388,402,4
