num_qubits,num_qubits_after,num_cnots,num_cnots_base,depth,depth_base,num_vgates
4,27,27,27,63,63,0
6,27,38,50,55,82,2
8,27,34,60,49,81,2
10,27,48,48,69,69,0
12,27,36,36,57,57,0
14,27,53,63,67,96,2
16,27,70,102,63,134,2
18,27,70,72,70,93,2
20,27,60,60,81,81,0
22,27,120,84,196,131,0
24,27,110,137,165,189,0
