num_qubits,num_qubits_after,num_cnots,num_cnots_base,depth,depth_base,num_vgates
4,27,6,6,14,14,0
6,27,10,10,20,20,0
8,27,18,21,25,35,1
10,27,17,27,28,40,2
12,27,26,30,29,38,1
14,27,28,40,26,39,2
16,27,42,55,51,47,2
18,27,55,62,59,48,2
20,27,156,182,107,119,2
22,27,187,190,100,112,2
24,27,197,203,118,129,2
