num_qubits,num_qubits_after,num_cnots,num_cnots_base,depth,depth_base,num_vgates
4,27,27,27,63,63,0
6,27,15,51,30,96,3
8,27,21,60,31,81,3
10,27,48,48,69,69,0
12,27,36,36,57,57,0
14,27,57,63,57,97,3
16,27,45,102,38,135,3
18,27,51,90,40,123,3
20,27,60,60,81,81,0
22,27,123,131,162,182,0
24,27,110,110,165,190,0
