num_qubits,num_qubits_after,num_cnots,num_cnots_base,depth,depth_base,num_vgates
4,27,27,27,63,63,0
6,27,54,47,81,100,1
8,27,47,60,65,81,1
10,27,48,48,69,69,0
12,27,36,36,57,57,0
14,27,79,96,115,117,1
16,27,84,89,105,132,0
18,27,111,90,129,122,0
20,27,60,60,81,81,0
22,27,101,104,159,140,1
24,27,108,110,183,186,0
