num_qubits,qpu_size,sim_time,knit_time,sim_time_base,knit_time_base
30,8,26.494200147222728,13.155311477836221,8.895740260835737,6678.037947316188
30,12,25.40079089300707,7.493144851177931,29.724365214351565,5238.814105118159
