num_qubits,h_fid_baseline,tv_fid_baseline,h_fid,tv_fid,num_vgates,run_time,knit_time
8,0.5839738888377094,0.4651000000000002,0.8723363893982661,0.7193573711399011,1,56.380303916026605,5.287940453010378
