num_qubits,num_cnots,num_cnots_base,depth,depth_base,num_vgates,num_fragments
4,43,53,98,115,2,1
4,41,53,73,115,2,1
4,43,53,98,115,2,1
6,69,96,120,159,2,1
6,69,90,120,172,2,1
6,69,90,120,167,2,1
8,84,112,113,170,2,1
8,84,112,110,170,2,1
8,84,112,110,170,2,1
10,94,104,140,170,2,1
10,97,104,146,170,2,1
10,94,104,140,170,2,1
12,96,96,170,170,0,1
12,96,96,170,170,0,1
12,96,96,170,170,0,1
14,130,143,208,231,2,1
14,144,143,179,233,2,1
14,168,170,224,269,2,1
16,163,176,158,266,2,1
16,163,176,212,266,2,1
16,166,176,212,266,2,1
18,161,193,227,304,2,1
18,161,168,215,266,2,1
18,183,195,188,296,2,1
20,160,160,266,266,0,1
20,160,160,266,266,0,1
20,160,160,266,266,0,1
22,194,202,283,350,2,1
22,194,202,289,347,2,1
22,198,202,280,350,2,1
24,237,244,396,429,2,1
24,270,244,372,434,2,1
24,237,246,398,424,2,1
26,266,338,320,526,2,1
26,275,286,453,514,2,1
26,272,317,429,506,2,1
