num_qubits,num_cnots,num_cnots_base,depth,depth_base,num_vgates,num_fragments
4,6,6,18,18,0,1
4,6,6,18,18,0,1
4,6,6,18,18,0,1
6,20,24,31,44,2,1
6,20,28,30,53,2,1
6,20,28,34,45,2,1
8,37,48,54,58,2,1
8,41,52,48,60,2,1
8,40,51,47,67,2,1
10,60,71,74,77,2,1
10,70,78,79,87,2,1
10,73,80,69,68,2,1
12,98,112,90,105,2,1
12,97,103,91,94,2,1
12,92,100,81,84,2,1
14,129,133,103,120,2,1
14,135,151,94,112,2,1
14,129,147,96,115,2,1
16,169,183,102,114,2,1
16,194,175,132,140,2,1
16,169,179,140,111,2,1
18,189,200,129,143,2,1
18,192,222,120,143,2,1
18,215,240,116,147,2,1
20,250,269,140,144,2,1
20,245,242,163,133,2,1
20,248,268,150,140,2,1
22,290,312,169,176,2,1
22,278,298,164,152,2,1
22,283,309,149,180,2,1
24,317,360,197,231,2,1
24,325,325,159,176,2,1
24,314,325,186,198,2,1
26,372,374,211,206,2,1
26,368,379,182,212,2,1
26,363,412,183,226,2,1
