num_qubits,h_fid,h_fid_base,tv_fid,tv_fid_base,num_cnots,num_cnots_base,depth,depth_base,num_deps,num_deps_base,num_vgates,num_fragments,num_instances,run_time,knit_time,run_time_base
6,0.0,0.0,0.0,0.0,3,9,25,31,6,24,3,2,252,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,5,13,28,33,11,41,3,2,252,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,8,17,33,40,17,62,3,2,252,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,10,21,32,44,24,87,3,2,252,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,12,25,35,54,32,116,3,2,252,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,14,29,38,58,41,149,3,2,252,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,15,33,42,64,51,186,3,2,252,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,17,37,44,71,62,227,3,2,252,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,20,53,44,97,74,272,3,2,252,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,22,60,48,138,87,321,3,2,252,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,24,64,57,156,101,374,3,2,252,0.0,0.0,0.0
