num_qubits,h_fid_baseline,tv_fid_baseline,h_fid,tv_fid,num_vgates,run_time,knit_time
6,0.9879156778797911,0.9347676951100989,0.9949179708791949,0.9690583848245071,2,332.4477396850125,5.149549139983719
6,0.9899402556584624,0.939555909391668,0.9954940100718037,0.9697640757423719,2,414.1159588439914,4.877046014997177
6,0.988461677903608,0.9438119217256579,0.9954391037894866,0.9621532667020273,2,322.6890880969877,4.95270440299646
8,0.9918990412106165,0.9433092119133197,0.9883649080781782,0.9339139209033909,2,792.6315896119922,4.9385915780148935
